ex#	token	pos_tag	ner_tag
147	(	PUNCT	O
147	alle	DET	O
147	Genehmigun-gen	NOUN	O
147	haben	VERB	O
147	weiterhin	ADV	O
147	Bestand	NOUN	O
147	)	PUNCT	O
147	erhalten	VERB	O
147	:	PUNCT	O
147	Vertriebserweiterungen	NOUN	O
147	verlängert	VERB	O
147	bis	ADP	O
147	Korado	PROPN	B-Mittel
147	100	NUM	I-Mittel
147	CS	PROPN	L-Mittel
147	Wirkbereiche	PROPN	O
147	Insektizide	PROPN	O
147	Zulassungs-nummer	PROPN	O
147	007472	NUM	O
147	-	PUNCT	O
147	00	NUM	O
147	PSM	NOUN	O
147	(	PUNCT	O
147	Wirkstoff	PROPN	O
147	)	PUNCT	O
147	Karis	PROPN	B-Mittel
147	10	NUM	I-Mittel
147	CS	PROPN	L-Mittel
147	(	PUNCT	O
147	lambda-Cyhalothrin	NOUN	O
147	)	PUNCT	O
147	Fungizide	NOUN	O
147	008647	NUM	O
147	-	PUNCT	O
147	00	NUM	O
147	Dagonis	NOUN	U-Mittel
147	(	PUNCT	O
147	Difenoconazol	PROPN	O
147	+	CCONJ	O
147	Fluxapyroxad	NOUN	O
147	)	PUNCT	O
147	-	PUNCT	O
147	Sonstige	NOUN	O
147	033274	NUM	O
147	-	PUNCT	O
147	00	NUM	O
147	Glanzit	NOUN	B-Mittel
147	Schneckenkorn	NOUN	L-Mittel
147	(	PUNCT	O
147	Metaldehyd	PROPN	O
147	)	PUNCT	O
147	30.06.2021	NUM	O
147	31.12.2022	ADJ	O
147	31.12.2021	NOUN	O
147	Adama-Schneckenkorn	PROPN	O
147	;	PUNCT	O
147	Agrinova	PROPN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	Ari-nex	PROPN	O
147	;	PUNCT	O
147	ATR	PROPN	B-Mittel
147	Schneckenkorn	NOUN	L-Mittel
147	;	PUNCT	O
147	BC	PROPN	O
147	Schneckenkorn	PROPN	U-Mittel
147	;	PUNCT	O
147	Chrysal	PROPN	B-Mittel
147	Schnecken	PROPN	I-Mittel
147	Stop	PROPN	L-Mittel
147	;	PUNCT	O
147	Compo	PROPN	B-Mittel
147	Schnecken-Korn	PROPN	L-Mittel
147	;	PUNCT	O
147	degro	ADV	B-Mittel
147	Schne-ckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	Dehner	ADJ	B-Mittel
147	Schneckenkorn	NOUN	L-Mittel
147	;	PUNCT	O
147	Delu	PROPN	B-Mittel
147	Schneckenkorn	NOUN	L-Mittel
147	;	PUNCT	O
147	Detia	PROPN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	Floriba	PROPN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	gartenkraft	NOUN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	 	SPACE	O
147	Gartenkrone	PROPN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	Glanzit	NOUN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	Duplex	PROPN	U-Mittel
147	;	PUNCT	O
147	Glanzit	NOUN	B-Mittel
147	Schneckenkorn	PROPN	I-Mittel
147	High	PROPN	I-Mittel
147	Quality	PROPN	L-Mittel
147	;	PUNCT	O
147	Glanzit	NOUN	B-Kultur
147	Schneckenstopp	X	L-Kultur
147	;	PUNCT	O
147	GreenTower	PROPN	U-Mittel
147	;	PUNCT	O
147	Hack	PROPN	B-Mittel
147	Schneckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	NaTrox	PROPN	U-Mittel
147	;	PUNCT	O
147	Pro	ADP	B-Mittel
147	Limax	PROPN	I-Mittel
147	Duo	NOUN	L-Mittel
147	;	PUNCT	O
147	recozit	ADV	B-Mittel
147	Schne-ckenkorn	PROPN	L-Mittel
147	;	PUNCT	O
147	Schneckenkorn	NOUN	U-Mittel
147	;	PUNCT	O
147	Schneckenkorn	PROPN	B-Mittel
147	Express	PROPN	L-Mittel
147	;	PUNCT	O
147	Schneckenkorn	NOUN	B-Mittel
147	Flex	PROPN	L-Mittel
147	;	PUNCT	O
147	Schneckenkorn	NOUN	B-Mittel
147	Limex	NOUN	L-Mittel
147	;	PUNCT	O
147	Schnecken-korn	PROPN	B-Mittel
147	M6	PROPN	L-Mittel
147	;	PUNCT	O
147	Schneckentod	PROPN	U-Mittel
147	;	PUNCT	O
147	Snek-Vetyl	NOUN	U-Mittel
147	;	PUNCT	O
147	terrex	ADV	B-Mittel
147	Schnecken-korn	NOUN	L-Mittel
147	;	PUNCT	O
147	Tigude	PROPN	B-Mittel
147	Graanulid	PROPN	L-Mittel
147	 	SPACE	O
147	Änderung	NOUN	O
147	von	ADP	O
147	Handelsnamen	NOUN	O
147	Für	ADP	O
147	folgende	ADJ	O
147	Pflanzenschutzmittel	NOUN	O
147	(	PUNCT	O
147	PSM	NOUN	O
147	)	PUNCT	O
147	wurde	AUX	O
147	die	DET	O
147	Handelsbezeichnung	NOUN	O
147	geändert	VERB	O
147	:	PUNCT	O
147	Zulassungs-Nummer	ADJ	O
147	neue	ADJ	O
147	Handelsbezeichnung	NOUN	O
147	008883	NUM	O
147	-	PUNCT	O
147	00	NUM	O
147	Prev-Gold	ADV	O
147	alte	ADJ	O
147	Handelsbezeichnung	NOUN	O
147	Orocide	NOUN	O
147	Plus	PROPN	O
147	 	SPACE	O
147	Auflagenänderung	NOUN	O
147	bei	ADP	O
147	Kumulus	NOUN	B-Mittel
147	WG	PROPN	L-Mittel
147	Bei	ADP	O
147	den	DET	O
147	Fungiziden	NOUN	O
147	Kumulus	PROPN	B-Mittel
147	WG	PROPN	L-Mittel
147	(	PUNCT	O
147	Zul.-Nr	NOUN	O
147	.	PUNCT	O
147	052273	NUM	O
147	-	NUM	O
147	00	NUM	O
147	)	PUNCT	O
147	wurde	AUX	O
147	bei	ADP	O
147	den	DET	O
147	Anwendungsgebieten	NOUN	O
147	in	ADP	O
147	Fruchtge-müse	NOUN	O
147	die	DET	O
147	Anwendungsbestimmung	NOUN	O
147	NT104	PROPN	O
147	zum	ADP	O
147	Schutz	NOUN	O
147	von	ADP	O
147	Saumstrukturen	NOUN	O
147	durch	ADP	O
147	die	DET	O
147	Anwendungsbe-stimmung	NOUN	O
147	NT101	PROPN	O
147	ersetzt	VERB	O
147	.	PUNCT	O
147	Damit	ADV	O
147	muss	VERB	O
147	nun	ADV	O
147	in	ADP	O
147	Regionen	NOUN	O
147	ohne	ADP	O
147	ausreichenden	ADJ	O
147	Anteil	NOUN	O
147	von	ADP	O
147	Kleinststrukturen	NOUN	O
147	zu	ADP	O
147	einem	DET	O
147	bewachsenem	ADJ	O
147	Feldsaum	NOUN	O
147	(	PUNCT	O
147	<	PROPN	O
147	3	NUM	O
147	m	X	O
147	)	PUNCT	O
147	auf	ADP	O
147	einem	DET	O
147	20	NUM	O
147	m	NOUN	O
147	breiten	ADJ	O
147	Streifen	NOUN	O
147	abdriftmindernde	ADJ	O
147	Technik	NOUN	O
147	(	PUNCT	O
147	min-destens	PROPN	O
147	50	NUM	O
147	%	NOUN	O
147	)	PUNCT	O
147	eingesetzt	VERB	O
147	werden	AUX	O

148	Bild	NOUN	O
148	4	NUM	O
148	:	PUNCT	O
148	Spargelhähnchen	NOUN	U-Erreger
148	Bild	NOUN	O
148	:	PUNCT	O
148	5	NUM	O
148	:	PUNCT	O
148	Spargelkäfer	NOUN	U-Erreger
148	   	SPACE	O
148	Bild	NOUN	O
148	6	NUM	O
148	:	PUNCT	O
148	Blattwanze	NOUN	O
148	+	CCONJ	O
148	Spargelhähnchen	ADJ	U-Erreger
148	Maßnahmen	NOUN	O
148	gegen	ADP	O
148	Spargelfliege	NOUN	U-Erreger
148	werden	AUX	O
148	derzeit	ADV	O
148	nicht	PART	O
148	empfohlen	VERB	O
148	,	PUNCT	O
148	da	SCONJ	O
148	nur	ADV	O
148	geringe	ADJ	O
148	Aktivitäten	NOUN	O
148	be-obachtet	VERB	O
148	wurden	AUX	O
148	!	PUNCT	O
148	Werden	AUX	O
148	Käfer	NOUN	O
148	und	CCONJ	O
148	Hähnchen	NOUN	O
148	mit	ADP	O
148	z.	ADP	O
148	B.	NOUN	O
148	Mospilan	NOUN	B-Mittel
148	SG	PROPN	L-Mittel
148	bekämpft	VERB	O
148	,	PUNCT	O
148	ist	AUX	O
148	davon	ADV	O
148	aus-zugehen	VERB	O
148	dass	SCONJ	O
148	auch	ADV	O
148	die	DET	O
148	Spargelfliegen	NOUN	O
148	miterfasst	VERB	O
148	werden	AUX	O
148	.	PUNCT	O
148	Wichtig	ADV	O
148	dabei	ADV	O
148	ist	AUX	O
148	die	DET	O
148	Anwendung	NOUN	O
148	mit	ADP	O
148	Hilfe	NOUN	O
148	von	ADP	O
148	Zusatzstoffen	NOUN	O
148	(	PUNCT	O
148	z.	ADP	O
148	B.	NOUN	O
148	Break	PROPN	B-Mittel
148	Thru	PROPN	L-Mittel
148	,	PUNCT	O
148	Silwet	PROPN	B-Mittel
148	Gold	NOUN	L-Mittel
148	)	PUNCT	O
148	und	CCONJ	O
148	hohen	ADJ	O
148	Wassermengen	NOUN	O
148	.	PUNCT	O
148	Alle	DET	O
148	Insekti-zidmaßnahmen	NOUN	O
148	sollten	AUX	O
148	in	ADP	O
148	den	DET	O
148	frühen	ADJ	O
148	Morgenstunden	NOUN	O
148	erfolgen	VERB	O
148	!	PUNCT	O
148	Weiterhin	ADV	O
148	ist	AUX	O
148	bei	ADP	O
148	der	DET	O
148	Auswahl	NOUN	O
148	der	DET	O
148	Präparate	NOUN	O
148	auf	ADP	O
148	die	DET	O
148	Schonung	NOUN	O
148	vorhandener	ADJ	O
148	Nützlinge	NOUN	O
148	zu	PART	O
148	achten	VERB	O
148	!	PUNCT	O
148	Achtung	NOUN	O
148	!	PUNCT	O
148	Die	DET	O
148	Anwendung	NOUN	O
148	des	DET	O
148	Insektizids	NOUN	O
148	Danadim	PROPN	B-Mittel
148	Progress	PROPN	L-Mittel
148	ist	AUX	O
148	nicht	PART	O
148	mehr	ADV	O
148	zulässig	ADV	O
148	!	PUNCT	O
148	Die	DET	O
148	Auf-brauchfrist	NOUN	O
148	endete	VERB	O
148	am	ADP	O
148	30.06.2020	NOUN	O
148	!	PUNCT	O
148	Restmengen	NOUN	O
148	sind	AUX	O
148	fachgerecht	ADV	O
148	zu	PART	O
148	entsorgen	VERB	O
148	!	PUNCT	O
148	Nach	ADP	O
148	der	DET	O
148	Stechperiode	NOUN	O
148	können	AUX	O
148	bei	ADP	O
148	Notwendigkeit	NOUN	O
148	in	ADP	O
148	Ertragsanlagen	ADJ	O
148	Herbizidmaßnahmen	NOUN	O
148	durch-geführt	VERB	O
148	werden	AUX	O
148	.	PUNCT	O
148	Empfohlen	VERB	O
148	werden	AUX	O
148	Maßnahmen	NOUN	O
148	über	ADP	O
148	Kopf	NOUN	O
148	mit	ADP	O
148	Blatt-	X	O
148	und	CCONJ	O
148	Bodenherbiziden	NOUN	O
148	.	PUNCT	O
148	Die	DET	O
148	Ausbringungen	NOUN	O
148	von	ADP	O
148	Tankmischungen	NOUN	O
148	auf	ADP	O
148	den	DET	O
148	freien	ADJ	O
148	bis	CCONJ	O
148	schwach	ADV	O
148	verunkrauteten	VERB	O
148	Boden	NOUN	O
148	sind	AUX	O
148	sinnvoll	ADV	O
148	,	PUNCT	O
148	z.	ADP	O
148	B	X	O

150	Bei	ADP	O
150	den	DET	O
150	meisten	DET	O
150	Sorten	NOUN	O
150	wird	AUX	O
150	Resistenz	NOUN	O
150	gegen	ADP	O
150	Echten	NOUN	B-Erreger
150	Mehltau	PROPN	L-Erreger
150	beschrieben	VERB	O
150	.	PUNCT	O
150	Bei	ADP	O
150	hohem	ADJ	O
150	Befallsdruck	NOUN	O
150	reicht	VERB	O
150	diese	DET	O
150	Resistenz	NOUN	O
150	oft	ADV	O
150	nicht	PART	O
150	aus	ADP	O
150	.	PUNCT	O
150	Wei-tere	ADJ	O
150	Maßnahmen	NOUN	O
150	siehe	VERB	O
150	Pflanzenschutz-Warndienst	NOUN	O
150	Gemüsebau	NOUN	O
150	Nr	PROPN	O

151	Kohl	PROPN	U-Kultur
151	,	PUNCT	O
151	Radies	PROPN	U-Kultur
151	,	PUNCT	O
151	Rettich	PROPN	U-Kultur
151	oder	CCONJ	O
151	Rucola	PROPN	U-Kultur
151	)	PUNCT	O
151	-	PUNCT	O
151	be-sonders	NOUN	O
151	in	ADP	O
151	der	DET	O
151	Nähe	NOUN	O
151	von	ADP	O
151	Rapsfeldern	NOUN	U-Erreger
151	sind	AUX	O
151	durch	ADP	O
151	diese	DET	O
151	Schaderreger	NOUN	O
151	gefährdet	VERB	O
151	.	PUNCT	O
151	So	ADV	O
151	lan-ge	DET	O
151	die	DET	O
151	Pflanzen	NOUN	O
151	mit	ADP	O
151	Vlies	NOUN	O
151	oder	CCONJ	O
151	Netzen	NOUN	O
151	abgedeckt	VERB	O
151	sind	AUX	O
151	,	PUNCT	O
151	werden	AUX	O
151	sie	PRON	O
151	vor	ADP	O
151	Befall	NOUN	O
151	geschützt	VERB	O

152	Bandur	PROPN	U-Mittel
152	ist	AUX	O
152	in	ADP	O
152	Speisezwiebeln	NOUN	U-Kultur
152	gegen	ADP	O
152	Wolfsmilch-Arten	NOUN	U-Erreger
152	zugelassen	VERB	O
152	.	PUNCT	O
152	In	ADP	O
152	Versuchen	NOUN	O
152	wurde	AUX	O
152	festge-stellt	VERB	O
152	,	PUNCT	O
152	dass	SCONJ	O
152	nicht	PART	O
152	alle	DET	O
152	Wolfsmilch-Arten	NOUN	U-Erreger
152	ausreichend	ADV	O
152	bekämpft	VERB	O
152	werden	AUX	O
152	.	PUNCT	O
152	So	ADV	O
152	wird	AUX	O
152	z.	ADP	O
152	B.	NOUN	O
152	Zypressen-Wolfsmilch	NOUN	U-Mittel
152	(	PUNCT	O
152	Euphorbia	PROPN	B-Erreger
152	cyparissias	PROPN	L-Erreger
152	)	PUNCT	O
152	nicht	PART	O
152	bekämpft	VERB	O

153	Die	DET	O
153	Zulassung	NOUN	O
153	von	ADP	O
153	Pirimor	NOUN	B-Mittel
153	Granulat	PROPN	L-Mittel
153	in	ADP	O
153	Kohlrabi	PROPN	U-Kultur
153	im	ADP	O
153	Gwh	NOUN	O
153	wurde	AUX	O
153	widerrufen	VERB	O
153	,	PUNCT	O
153	ebenso	ADV	O
153	die	DET	O
153	Zulas-sung	NOUN	O
153	von	ADP	O
153	Calypso	PROPN	U-Mittel
153	in	ADP	O
153	Kohlrabi	PROPN	U-Kultur
153	im	ADP	O
153	Freiland	NOUN	O
153	.	PUNCT	O
153	Grund	NOUN	O
153	ist	AUX	O
153	die	DET	O
153	Änderung	NOUN	O
153	der	DET	O
153	Rückstandhöchstgeh-alte	NOUN	O
153	für	ADP	O
153	Kohlrabiblätter	NOUN	U-Erreger
153	infolge	ADP	O
153	einer	DET	O
153	Zuordnung	NOUN	O
153	in	ADP	O
153	die	DET	O
153	Kulturgruppe	NOUN	O
153	„	PUNCT	O
153	Blattkohle	NOUN	U-Kultur
153	“	PUNCT	O

154	Bei	ADP	O
154	den	DET	O
154	meisten	DET	O
154	Sorten	NOUN	O
154	wird	AUX	O
154	Resistenz	NOUN	O
154	gegen	ADP	O
154	Echten	NOUN	O
154	Seite	NOUN	O
154	3	NUM	O
154	von	ADP	O
154	6	NUM	O
154	Mehltau	NOUN	U-Erreger
154	beschrieben	VERB	O
154	.	PUNCT	O
154	Bei	ADP	O
154	hohem	ADJ	O
154	Befallsdruck	NOUN	O
154	reicht	VERB	O
154	diese	DET	O
154	Resistenz	NOUN	O
154	oft	ADV	O
154	nicht	PART	O
154	aus	ADP	O
154	.	PUNCT	O
154	Wei-tere	ADJ	O
154	Maßnahmen	NOUN	O
154	siehe	VERB	O
154	Pflanzenschutz-Warndienst	NOUN	O
154	Gemüsebau	NOUN	O
154	Nr	PROPN	O

155	In	ADP	O
155	den	DET	O
155	Gewächshäusern	NOUN	O
155	haben	AUX	O
155	sich	PRON	O
155	besonders	ADV	O
155	an	ADP	O
155	Gurke	NOUN	U-Kultur
155	die	DET	O
155	Bohnen-	X	B-Erreger
155	und	CCONJ	I-Erreger
155	Gurkenläuse	NOUN	L-Erreger
155	stark	ADV	O
155	ver-mehrt	ADV	O
155	und	CCONJ	O
155	fliegen	VERB	O
155	immer	ADV	O
155	noch	ADV	O
155	zu	ADP	O
155	.	PUNCT	O
155	Vielfach	ADV	O
155	müssen	AUX	O
155	vor	ADP	O
155	einem	DET	O
155	Nützlingseinsatz	NOUN	O
155	oder	CCONJ	O
155	ergänzend	ADV	O
155	dazu	ADV	O
155	integrierbare	ADJ	O
155	Insektizide	NOUN	O
155	(	PUNCT	O
155	NeemAzal-T	PROPN	B-Mittel
155	/	PUNCT	I-Mittel
155	S	PROPN	L-Mittel
155	,	PUNCT	O
155	Neudosan	PROPN	B-Mittel
155	Neu	PROPN	L-Mittel
155	,	PUNCT	O
155	Pirimor	NOUN	B-Mittel
155	Granulat	PROPN	L-Mittel
155	,	PUNCT	O
155	Plenum	NOUN	B-Mittel
155	50	NUM	I-Mittel
155	WG	PROPN	L-Mittel
155	,	PUNCT	O
155	Spruzit	PROPN	B-Mittel
155	Neu	PROPN	L-Mittel
155	,	PUNCT	O
155	Teppeki	PROPN	U-Mittel
155	,	PUNCT	O
155	etc.	PROPN	O
155	)	PUNCT	O
155	eingesetzt	VERB	O
155	werden	AUX	O

156	❙	PUNCT	O
156	Blattläuse	NOUN	U-Erreger
156	-	PUNCT	O
156	treten	VERB	O
156	in	ADP	O
156	Gemüsekulturen	NOUN	U-Kultur
156	wie	CCONJ	O
156	z.	ADP	O
156	B.	NOUN	O
156	Salaten	NOUN	U-Kultur
156	auf	ADP	O
156	.	PUNCT	O
156	Bestände	NOUN	O
156	genau	ADV	O
156	kontrollie-ren	NOUN	O

157	Sächsisches	ADJ	O
157	Landesamt	NOUN	O
157	für	ADP	O
157	Umwelt	NOUN	O
157	,	PUNCT	O
157	Landwirtschaft	NOUN	O
157	und	CCONJ	O
157	Geologie	NOUN	O
157	–	PUNCT	O
157	Abteilung	NOUN	O
157	Landwirtschaft	NOUN	O
157	,	PUNCT	O
157	Referat	NOUN	O
157	Pflanzenschutz	NOUN	O
157	;	PUNCT	O
157	Waldheimer	ADJ	O
157	Str.	NOUN	O
157	219	NUM	O
157	,	PUNCT	O
157	01683	NUM	O
157	Nossen	NOUN	O
157	,	PUNCT	O
157	Telefon	NOUN	O
157	(	PUNCT	O
157	035242	NUM	O
157	)	PUNCT	O
157	631	NUM	O
157	-	NUM	O
157	7001	NUM	O
157	,	PUNCT	O
157	Fax	NOUN	O
157	-7399	PROPN	O
157	    	SPACE	O
157		VERB	O
157	Gerade	ADV	O
157	die	DET	O
157	zum	ADP	O
157	Zeitpunkt	NOUN	O
157	der	DET	O
157	Blüte	NOUN	U-BBCH_Stadium
157	immer	ADV	O
157	dichter	ADV	O
157	werdenden	ADJ	O
157	Buschbohnenbestände	NOUN	U-Kultur
157	er-schweren	NOUN	O
157	eine	DET	O
157	gute	ADJ	O
157	Durchlüftung	NOUN	O
157	und	CCONJ	O
157	somit	ADV	O
157	das	DET	O
157	Abtrocknen	NOUN	O
157	der	DET	O
157	Pflanzen	NOUN	O

158	Pirimor	NOUN	B-Mittel
158	Granulat	PROPN	L-Mittel
158	wird	AUX	O
158	als	ADP	O
158	verträglich	ADV	O
158	für	ADP	O
158	die	DET	O
158	verschiedenen	ADJ	O
158	Aphidius-Arten	NOUN	O
158	beschrieben	VERB	O

159	Wichtig	ADV	O
159	ist	AUX	O
159	,	PUNCT	O
159	mit	ADP	O
159	großen	ADJ	O
159	Wassermengen	NOUN	O
159	zu	PART	O
159	arbeiten	VERB	O
159	und	CCONJ	O
159	wegen	ADP	O
159	der	DET	O
159	ausgeprägten	ADJ	O
159	Wachsschicht	NOUN	O
159	der	DET	O
159	Kohlpflanzen	NOUN	U-Kultur
159	Netzmittel	NOUN	O
159	zuzusetzen	VERB	O
159	❙	PUNCT	O
159	Die	DET	O
159	Zwiebelfliege	NOUN	U-Erreger
159	(	PUNCT	O
159	Delia	PROPN	B-Erreger
159	antiqua	PROPN	L-Erreger
159	)	PUNCT	O
159	hat	AUX	O
159	laut	ADP	O
159	Simulationsmodell	NOUN	O
159	ihre	DET	O
159	Flugaktivitäten	NOUN	O
159	aufge-nommen	VERB	O

161	Übergebietliche	ADJ	O
161	Pflanzenschutzberatung	NOUN	O
161	beim	ADP	O
161	Landratsamt	NOUN	O
161	Breisgau-Hochschwarzwald	NOUN	O
161	79	NUM	O
161	206	NUM	O
161	Breisach	PROPN	O
161	Europaplatz	NOUN	O
161	3	NUM	O
161	Tel	PROPN	O
161	:	PUNCT	O
161	0761	NUM	O
161	2187	NUM	O
161	5826.	DET	O
161	E-mail	X	O
161	:	PUNCT	O
161	Alfred.Altmann@lkbh.de	ADP	O
161	Angaben	NOUN	O
161	ohne	ADP	O
161	Gewähr	NOUN	O
161	.	PUNCT	O
161	Bei	ADP	O
161	allen	DET	O
161	Maßnahmen	NOUN	O
161	Gebrauchsanleitung	NOUN	O
161	beachten	VERB	O
161	!	PUNCT	O
161	10	NUM	O
161	 	SPACE	O
161	Aufwand-menge	NOUN	O
161	5	NUM	O
161	x	X	O
161	6	NUM	O
161	-	PUNCT	O
161	12	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	PROPN	O
161	,	PUNCT	O
161	je	ADV	O
161	nach	ADP	O
161	Pflanzenhöhe	NOUN	O
161	2	NUM	O
161	x	X	O
161	6	NUM	O
161	-	PUNCT	O
161	12	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	PROPN	O
161	,	PUNCT	O
161	je	ADV	O
161	nach	ADP	O
161	Pflanzenhöhe	NOUN	O
161	5	NUM	O
161	x	X	O
161	6	NUM	O
161	-	PUNCT	O
161	12	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	PROPN	O
161	,	PUNCT	O
161	je	ADV	O
161	nach	ADP	O
161	Pflanzenhöhe	NOUN	O
161	Tabelle	NOUN	O
161	:	PUNCT	O
161	Neue	ADJ	O
161	Zulassungserweiterungen	NOUN	O
161	,	PUNCT	O
161	Zulassungen	NOUN	O
161	und	CCONJ	O
161	Änderungen	NOUN	O
161	(	PUNCT	O
161	Stand	NOUN	O
161	06.06.2016	NUM	O
161	)	PUNCT	O
161	Präparat	NOUN	O
161	Kultur	NOUN	O
161	Schaderreger	ADJ	O
161	Anwendung	NOUN	O
161	Wartezeit	NOUN	O
161	(	PUNCT	O
161	Tage	NOUN	O
161	)	PUNCT	O
161	*	NOUN	O
161	)	PUNCT	O
161	Genehmigungen	NOUN	O
161	/	PUNCT	O
161	Zulassungserweiterungen	NOUN	O
161	Vertimec	NOUN	B-Mittel
161	Pro	ADP	L-Mittel
161	Tomate	PROPN	U-Kultur
161	Gallmilben	NOUN	U-Erreger
161	,	PUNCT	O
161	Tomatenrost-milbe	ADJ	U-Erreger
161	Im	ADP	O
161	Abstand	NOUN	O
161	von	ADP	O
161	5	NUM	O
161	-	PUNCT	O
161	14	NUM	O
161	Tagen	NOUN	O
161	;	PUNCT	O
161	NZ	PROPN	O
161	113	NUM	O
161	beachten	VERB	O
161	!	PUNCT	O
161	(	PUNCT	O
161	nur	ADV	O
161	bei	ADP	O
161	vollständig	ADV	O
161	versiegelten	ADJ	O
161	Böden	NOUN	O
161	anwenden	VERB	O
161	)	PUNCT	O
161	WG=3	PROPN	O
161	Vertimec	NOUN	B-Mittel
161	Pro	ADP	L-Mittel
161	Stangenbohne	NOUN	U-Kultur
161	Spinnmilben	NOUN	U-Erreger
161	,	PUNCT	O
161	Minierfliegen	NOUN	U-Erreger
161	im	ADP	O
161	Abstand	NOUN	O
161	von	ADP	O
161	7	NUM	O
161	-	PUNCT	O
161	10	NUM	O
161	Tagen	NOUN	O
161	;	PUNCT	O
161	NZ	PROPN	O
161	113	NUM	O
161	beachten	VERB	O
161	!	PUNCT	O
161	(	PUNCT	O
161	nur	ADV	O
161	bei	ADP	O
161	vollständig	ADV	O
161	versiegelten	ADJ	O
161	Böden	NOUN	O
161	anwenden	VERB	O
161	)	PUNCT	O
161	WG=3	PROPN	O
161	Vertimec	NOUN	B-Mittel
161	Pro	ADP	L-Mittel
161	Paprika	NOUN	B-Erreger
161	Spinnmilben	NOUN	L-Erreger
161	Im	ADP	O
161	Abstand	NOUN	O
161	von	ADP	O
161	5	NUM	O
161	-	PUNCT	O
161	14	NUM	O
161	Tagen	NOUN	O
161	;	PUNCT	O
161	NZ	PROPN	O
161	113	NUM	O
161	beachten	VERB	O
161	!	PUNCT	O
161	(	PUNCT	O
161	nur	ADV	O
161	bei	ADP	O
161	vollständig	ADV	O
161	versiegelten	ADJ	O
161	Böden	NOUN	O
161	anwenden	VERB	O
161	)	PUNCT	O
161	WG=3	PROPN	O
161	Focus	PROPN	B-Mittel
161	Ultra	PROPN	L-Mittel
161	Löwenzahn	PROPN	U-Kultur
161	,	PUNCT	O
161	Gelber-	X	B-Kultur
161	,	PUNCT	I-Kultur
161	Winter-	X	I-Kultur
161	und	CCONJ	I-Kultur
161	Sommer-portulak	NOUN	L-Kultur
161	,	PUNCT	O
161	Sauer-ampfer	NOUN	U-Kultur
161	und	CCONJ	O
161	Gar-tensauerampfer	NOUN	U-Kultur
161	Einjährige	ADJ	B-Erreger
161	einkeimblättrige	ADJ	I-Erreger
161	Unkräuter	NOUN	L-Erreger
161	(	PUNCT	O
161	ausgen	VERB	O
161	.	PUNCT	O
161	Einjäh-rige	ADJ	B-Erreger
161	Rispe	PROPN	L-Erreger
161	)	PUNCT	O
161	,	PUNCT	O
161	Ausfallgetreide	ADJ	B-Erreger
161	Quecke	NOUN	L-Erreger
161	1	NUM	O
161	x	X	O
161	50	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	NOUN	O
161	nach	ADP	O
161	dem	DET	O
161	Auflaufen	NOUN	U-BBCH_Stadium
161	der	DET	O
161	Ungräser	NOUN	U-Erreger
161	bis	ADP	O
161	ca.	ADV	O
161	25	NUM	O
161	cm	X	O
161	Höhe	NOUN	O
161	der	DET	O
161	Quecke	NOUN	U-Erreger
161	WF=21	NOUN	O
161	1	NUM	O
161	x	X	O
161	25	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	NOUN	O
161	nach	ADP	O
161	dem	DET	O
161	Auflaufen	NOUN	U-BBCH_Stadium
161	der	DET	O
161	Ungräser	ADJ	U-Erreger
161	WF=21	NOUN	O
161	Änderungen	NOUN	O
161	bestehender	ADJ	O
161	Zulassungen	NOUN	O
161	/	PUNCT	O
161	Zulassungserweiterungen	NOUN	O
161	/	PUNCT	O
161	Genehmigungen	NOUN	O
161	Vertimec	NOUN	B-Mittel
161	Pro	ADP	L-Mittel
161	Radies	X	U-Kultur
161	,	PUNCT	O
161	Eiszapfen	NOUN	B-Erreger
161	Minierfliege	NOUN	L-Erreger
161	1	NUM	O
161	x	X	O
161	8	NUM	O
161	ml	X	O
161	/	PUNCT	O
161	Ar	PROPN	O
161	Focus	PROPN	B-Mittel
161	Ultra	PROPN	L-Mittel
161	Knollensellerie	NOUN	U-Kultur
161	Quecke	NOUN	U-Erreger
161	5	NUM	O
161	l	PROPN	O
161	/	PUNCT	O
161	ha	X	O
161	ab	ADP	O
161	2-Blatt-Stadium	PROPN	U-BBCH_Stadium
161	.	PUNCT	O
161	NZ	PROPN	O
161	113	NUM	O
161	(	PUNCT	O
161	nur	ADV	O
161	bei	ADP	O
161	vollständig	ADV	O
161	versiegel-ten	ADJ	O
